,digit
5797,6
5798,7
5799,8
5800,9
5801,0
5802,1
5803,2
5804,3
5805,4
5806,5
5807,6
5808,9
5809,7
5810,3
5811,4
5812,9
5813,6
5814,6
5815,5
5816,4
5817,0
5818,7
5819,4
5820,0
5821,1
5822,3
5823,1
5824,3
5825,4
5826,7
5827,2
5828,7
5829,1
5830,2
5831,1
5832,1
5833,7
5834,4
5835,2
5836,3
5837,5
5838,1
5839,2
5840,4
5841,4
5842,6
5843,3
5844,5
5845,5
5846,6
5847,0
5848,4
5849,1
5850,9
5851,5
5852,7
5853,8
5854,9
5855,3
5856,7
5857,4
5858,6
5859,4
5860,3
5861,0
5862,7
5863,0
5864,2
5865,9
5866,1
5867,7
5868,3
5869,2
5870,9
5871,7
5872,7
5873,6
5874,2
5875,7
5876,8
5877,4
5878,7
5879,3
5880,6
5881,1
5882,3
5883,6
5884,9
5885,3
5886,1
5887,4
5888,1
5889,7
5890,6
5891,9
5892,6
5893,0
5894,5
5895,4
5896,9
5897,9
5898,2
5899,1
5900,9
5901,4
5902,8
5903,7
5904,3
5905,9
5906,7
5907,4
5908,4
5909,4
5910,9
5911,2
5912,5
5913,4
5914,7
5915,6
5916,7
5917,9
5918,0
5919,5
5920,8
5921,5
5922,6
5923,6
5924,5
5925,7
5926,8
5927,1
5928,0
5929,1
5930,6
5931,4
5932,6
5933,7
5934,3
5935,1
5936,7
5937,1
5938,8
5939,2
5940,0
5941,2
5942,9
5943,9
5944,5
5945,5
5946,1
5947,5
5948,6
5949,0
5950,3
5951,4
5952,4
5953,6
5954,5
5955,4
5956,6
5957,5
5958,4
5959,5
5960,1
5961,4
5962,4
5963,7
5964,2
5965,3
5966,2
5967,7
5968,1
5969,8
5970,1
5971,8
5972,1
5973,8
5974,5
5975,0
5976,8
5977,9
5978,2
5979,5
5980,0
5981,1
5982,1
5983,1
5984,0
5985,9
5986,0
5987,3
5988,1
5989,6
5990,4
5991,2
5992,3
5993,6
5994,1
5995,1
5996,1
5997,3
5998,9
5999,5
6000,2
6001,9
6002,4
6003,5
6004,9
6005,3
6006,9
6007,0
6008,3
6009,6
6010,5
6011,5
6012,7
6013,2
6014,2
6015,7
6016,1
6017,2
6018,8
6019,4
6020,1
6021,7
6022,3
6023,3
6024,8
6025,8
6026,7
6027,9
6028,2
6029,2
6030,4
6031,1
6032,5
6033,9
6034,8
6035,7
6036,2
6037,3
6038,0
6039,4
6040,4
6041,2
6042,4
6043,1
6044,9
6045,5
6046,7
6047,7
6048,2
6049,8
6050,2
6051,6
6052,8
6053,5
6054,7
6055,7
6056,9
6057,1
6058,8
6059,1
6060,8
6061,0
6062,3
6063,0
6064,1
6065,9
6066,9
6067,4
6068,1
6069,8
6070,2
6071,1
6072,2
6073,9
6074,7
6075,5
6076,9
6077,2
6078,6
6079,4
6080,1
6081,5
6082,8
6083,2
6084,9
6085,2
6086,0
6087,4
6088,0
6089,0
6090,2
6091,8
6092,4
6093,7
6094,1
6095,2
6096,4
6097,0
6098,2
6099,7
6100,4
6101,3
6102,3
6103,0
6104,0
6105,3
6106,1
6107,9
6108,6
6109,5
6110,2
6111,5
6112,9
6113,2
6114,9
6115,3
6116,0
6117,4
6118,2
6119,0
6120,7
6121,1
6122,1
6123,2
6124,1
6125,5
6126,3
6127,3
6128,9
6129,7
6130,8
6131,6
6132,5
6133,6
6134,1
6135,3
6136,8
6137,1
6138,0
6139,5
6140,1
6141,3
6142,1
6143,5
6144,5
6145,6
6146,1
6147,8
6148,5
6149,1
6150,7
6151,9
6152,4
6153,6
6154,2
6155,2
6156,5
6157,0
6158,6
6159,5
6160,6
6161,3
6162,7
6163,2
6164,0
6165,8
6166,8
6167,5
6168,4
6169,1
6170,1
6171,4
6172,0
6173,3
6174,3
6175,7
6176,6
6177,1
6178,6
6179,2
6180,1
6181,9
6182,2
6183,8
6184,6
6185,1
6186,9
6187,5
6188,2
6189,5
6190,4
6191,4
6192,2
6193,8
6194,3
6195,8
6196,2
6197,4
6198,5
6199,0
6200,3
6201,1
6202,7
6203,7
6204,5
6205,7
6206,9
6207,7
6208,1
6209,9
6210,2
6211,1
6212,4
6213,2
6214,9
6215,2
6216,0
6217,4
6218,9
6219,1
6220,4
6221,8
6222,1
6223,8
6224,4
6225,5
6226,9
6227,8
6228,8
6229,3
6230,7
6231,6
6232,0
6233,0
6234,3
6235,0
6236,2
6237,6
6238,6
6239,4
6240,9
6241,3
6242,3
6243,3
6244,2
6245,3
6246,9
6247,1
6248,2
6249,6
6250,8
6251,0
6252,5
6253,6
6254,6
6255,6
6256,3
6257,8
6258,8
6259,2
6260,7
6261,5
6262,8
6263,9
6264,6
6265,1
6266,8
6267,4
6268,1
6269,2
6270,5
6271,9
6272,1
6273,9
6274,7
6275,5
6276,4
6277,0
6278,8
6279,9
6280,9
6281,1
6282,0
6283,5
6284,2
6285,3
6286,7
6287,8
6288,9
6289,4
6290,0
6291,6
6292,3
6293,9
6294,5
6295,2
6296,1
6297,3
6298,1
6299,3
6300,6
6301,5
6302,7
6303,4
6304,2
6305,2
6306,6
6307,3
6308,2
6309,6
6310,5
6311,4
6312,8
6313,9
6314,7
6315,1
6316,3
6317,0
6318,3
6319,8
6320,3
6321,1
6322,9
6323,3
6324,4
6325,4
6326,6
6327,4
6328,2
6329,1
6330,8
6331,2
6332,5
6333,4
6334,8
6335,8
6336,4
6337,0
6338,0
6339,2
6340,3
6341,2
6342,7
6343,7
6344,0
6345,8
6346,7
6347,4
6348,4
6349,7
6350,9
6351,6
6352,9
6353,0
6354,9
6355,8
6356,0
6357,4
6358,6
6359,0
6360,6
6361,3
6362,5
6363,4
6364,8
6365,3
6366,3
6367,9
6368,3
6369,3
6370,3
6371,7
6372,8
6373,0
6374,8
6375,2
6376,1
6377,7
6378,0
6379,6
6380,5
6381,4
6382,3
6383,8
6384,0
6385,9
6386,6
6387,3
6388,8
6389,0
6390,9
6391,9
6392,6
6393,8
6394,6
6395,8
6396,5
6397,7
6398,8
6399,6
6400,0
6401,2
6402,4
6403,0
6404,2
6405,2
6406,3
6407,1
6408,9
6409,7
6410,5
6411,1
6412,0
6413,8
6414,4
6415,6
6416,2
6417,6
6418,7
6419,9
6420,3
6421,2
6422,9
6423,8
6424,2
6425,2
6426,9
6427,2
6428,7
6429,3
6430,5
6431,9
6432,1
6433,8
6434,0
6435,2
6436,0
6437,5
6438,2
6439,1
6440,3
6441,7
6442,6
6443,7
6444,1
6445,2
6446,5
6447,8
6448,0
6449,3
6450,7
6451,2
6452,4
6453,0
6454,9
6455,1
6456,8
6457,6
6458,7
6459,7
6460,4
6461,3
6462,4
6463,9
6464,1
6465,9
6466,5
6467,1
6468,7
6469,3
6470,9
6471,7
6472,6
6473,9
6474,1
6475,3
6476,7
6477,8
6478,3
6479,3
6480,6
6481,7
6482,2
6483,8
6484,5
6485,8
6486,5
6487,1
6488,1
6489,4
6490,4
6491,3
6492,1
6493,0
6494,7
6495,7
6496,0
6497,7
6498,9
6499,4
6500,4
6501,8
6502,5
6503,5
6504,4
6505,0
6506,8
6507,2
6508,1
6509,0
6510,8
6511,4
6512,5
6513,0
6514,4
6515,0
6516,6
6517,1
6518,7
6519,3
6520,2
6521,6
6522,7
6523,2
6524,6
6525,9
6526,3
6527,1
6528,4
6529,6
6530,2
6531,5
6532,4
6533,2
6534,0
6535,6
6536,2
6537,1
6538,7
6539,3
6540,4
6541,1
6542,0
6543,5
6544,4
6545,3
6546,1
6547,1
6548,7
6549,4
6550,9
6551,9
6552,4
6553,8
6554,4
6555,0
6556,2
6557,4
6558,5
6559,1
6560,1
6561,6
6562,4
6563,7
6564,1
6565,9
6566,4
6567,2
6568,4
6569,1
6570,5
6571,5
6572,3
6573,8
6574,3
6575,1
6576,4
6577,5
6578,6
6579,8
6580,9
6581,4
6582,1
6583,5
6584,3
6585,8
6586,0
6587,3
6588,2
6589,5
6590,1
6591,2
6592,8
6593,3
6594,4
6595,4
6596,0
6597,8
6598,8
6599,3
6600,3
6601,1
6602,7
6603,3
6604,5
6605,9
6606,6
6607,3
6608,2
6609,6
6610,1
6611,3
6612,6
6613,0
6614,7
6615,2
6616,1
6617,7
6618,1
6619,4
6620,2
6621,4
6622,2
6623,1
6624,7
6625,9
6626,6
6627,1
6628,1
6629,2
6630,4
6631,8
6632,1
6633,7
6634,7
6635,4
6636,8
6637,0
6638,7
6639,3
6640,1
6641,3
6642,1
6643,0
6644,7
6645,7
6646,0
6647,3
6648,5
6649,5
6650,2
6651,7
6652,6
6653,6
6654,9
6655,2
6656,8
6657,3
6658,5
6659,2
6660,2
6661,5
6662,6
6663,0
6664,8
6665,2
6666,9
6667,2
6668,8
6669,8
6670,8
6671,8
6672,7
6673,4
6674,9
6675,3
6676,0
6677,6
6678,6
6679,3
6680,2
6681,1
6682,3
6683,2
6684,2
6685,9
6686,3
6687,0
6688,0
6689,5
6690,7
6691,8
6692,1
6693,4
6694,4
6695,6
6696,0
6697,2
6698,9
6699,1
6700,4
6701,7
6702,4
6703,7
6704,3
6705,9
6706,8
6707,8
6708,4
6709,7
6710,1
6711,2
6712,1
6713,2
6714,2
6715,3
6716,2
6717,3
6718,2
6719,3
6720,9
6721,1
6722,7
6723,4
6724,0
6725,3
6726,5
6727,5
6728,8
6729,6
6730,3
6731,2
6732,6
6733,7
6734,6
6735,6
6736,3
6737,2
6738,7
6739,8
6740,1
6741,1
6742,7
6743,5
6744,6
6745,4
6746,9
6747,5
6748,1
6749,3
6750,3
6751,4
6752,7
6753,8
6754,9
6755,1
6756,1
6757,6
6758,9
6759,1
6760,4
6761,4
6762,5
6763,4
6764,0
6765,6
6766,2
6767,2
6768,3
6769,1
6770,5
6771,1
6772,2
6773,0
6774,3
6775,8
6776,1
6777,2
6778,6
6779,7
6780,1
6781,6
6782,2
6783,3
6784,9
6785,0
6786,1
6787,2
6788,2
6789,0
6790,8
6791,9
6792,9
6793,0
6794,2
6795,5
6796,1
6797,9
6798,7
6799,8
6800,1
6801,0
6802,4
6803,1
6804,7
6805,9
6806,6
6807,4
6808,2
6809,6
6810,8
6811,1
6812,3
6813,7
6814,5
6815,4
6816,4
6817,1
6818,8
6819,1
6820,3
6821,8
6822,1
6823,2
6824,5
6825,8
6826,0
6827,6
6828,2
6829,1
6830,1
6831,7
6832,1
6833,5
6834,3
6835,4
6836,6
6837,9
6838,5
6839,0
6840,9
6841,2
6842,2
6843,4
6844,8
6845,2
6846,1
6847,7
6848,2
6849,4
6850,9
6851,4
6852,4
6853,0
6854,3
6855,9
6856,2
6857,2
6858,3
6859,3
6860,8
6861,3
6862,5
6863,7
6864,3
6865,5
6866,8
6867,1
6868,2
6869,4
6870,4
6871,6
6872,4
6873,9
6874,5
6875,1
6876,0
6877,6
6878,9
6879,5
6880,9
6881,5
6882,9
6883,7
6884,3
6885,8
6886,0
6887,3
6888,7
6889,1
6890,3
6891,6
6892,7
6893,8
6894,5
6895,9
6896,7
6897,9
6898,6
6899,9
6900,6
6901,3
6902,7
6903,4
6904,4
6905,5
6906,3
6907,5
6908,4
6909,7
6910,8
6911,7
6912,8
6913,0
6914,7
6915,6
6916,8
6917,8
6918,7
6919,3
6920,3
6921,1
6922,9
6923,5
6924,2
6925,7
6926,3
6927,5
6928,1
6929,1
6930,2
6931,1
6932,4
6933,7
6934,4
6935,7
6936,5
6937,4
6938,5
6939,4
6940,0
6941,8
6942,3
6943,6
6944,9
6945,6
6946,0
6947,2
6948,7
6949,4
6950,4
6951,4
6952,4
6953,6
6954,6
6955,4
6956,7
6957,9
6958,3
6959,4
6960,5
6961,5
6962,8
6963,7
6964,3
6965,7
6966,2
6967,7
6968,0
6969,2
6970,4
6971,1
6972,1
6973,6
6974,6
6975,9
6976,2
6977,8
6978,7
6979,2
6980,0
6981,1
6982,5
6983,0
6984,9
6985,1
6986,7
6987,0
6988,6
6989,0
6990,8
6991,6
6992,8
6993,1
6994,8
6995,0
6996,3
6997,3
6998,7
6999,2
7000,3
7001,6
7002,2
7003,1
7004,6
7005,1
7006,1
7007,3
7008,7
7009,9
7010,0
7011,8
7012,0
7013,5
7014,4
7015,0
7016,2
7017,8
7018,7
7019,2
7020,9
7021,8
7022,4
7023,0
7024,9
7025,5
7026,8
7027,5
7028,1
7029,2
7030,1
7031,3
7032,1
7033,7
7034,4
7035,5
7036,7
7037,2
7038,0
7039,9
7040,8
7041,8
7042,6
7043,2
7044,5
7045,4
7046,1
7047,9
7048,2
7049,1
7050,5
7051,8
7052,7
7053,0
7054,2
7055,4
7056,4
7057,3
7058,6
7059,8
7060,8
7061,2
7062,4
7063,0
7064,5
7065,0
7066,4
7067,4
7068,7
7069,9
7070,3
7071,4
7072,1
7073,5
7074,9
7075,7
7076,3
7077,5
7078,8
7079,8
7080,0
7081,5
7082,3
7083,3
7084,6
7085,6
7086,0
7087,1
7088,6
7089,0
7090,3
7091,5
7092,4
7093,4
7094,1
7095,2
7096,9
7097,1
7098,4
7099,6
7100,9
7101,9
7102,3
7103,9
7104,8
7105,4
7106,4
7107,3
7108,1
7109,3
7110,1
7111,8
7112,8
7113,7
7114,9
7115,4
7116,8
7117,8
7118,7
7119,9
7120,7
7121,1
7122,4
7123,5
7124,6
7125,0
7126,5
7127,2
7128,2
7129,2
7130,1
7131,5
7132,5
7133,2
7134,4
7135,9
7136,6
7137,2
7138,7
7139,7
7140,2
7141,2
7142,1
7143,1
7144,2
7145,8
7146,3
7147,7
7148,2
7149,4
7150,1
7151,7
7152,1
7153,7
7154,6
7155,7
7156,8
7157,2
7158,7
7159,3
7160,1
7161,7
7162,5
7163,8
7164,2
7165,6
7166,2
7167,2
7168,5
7169,6
7170,5
7171,0
7172,9
7173,2
7174,4
7175,3
7176,3
7177,9
7178,7
7179,6
7180,6
7181,8
7182,0
7183,4
7184,1
7185,5
7186,8
7187,2
7188,9
7189,1
7190,8
7191,0
7192,6
7193,7
7194,2
7195,1
7196,0
7197,5
7198,5
7199,2
7200,0
7201,2
7202,2
7203,0
7204,2
7205,4
7206,9
7207,8
7208,0
7209,9
7210,9
7211,4
7212,6
7213,5
7214,4
7215,9
7216,1
7217,8
7218,3
7219,4
7220,9
7221,9
7222,1
7223,2
7224,2
7225,8
7226,1
7227,9
7228,6
7229,4
7230,0
7231,9
7232,4
7233,8
7234,3
7235,8
7236,6
7237,0
7238,2
7239,5
7240,1
7241,9
7242,6
7243,2
7244,9
7245,4
7246,0
7247,9
7248,6
7249,0
7250,6
7251,2
7252,5
7253,4
7254,2
7255,3
7256,8
7257,4
7258,5
7259,5
7260,0
7261,3
7262,8
7263,5
7264,3
7265,5
7266,8
7267,6
7268,5
7269,7
7270,6
7271,3
7272,3
7273,9
7274,6
7275,1
7276,1
7277,2
7278,9
7279,0
7280,4
7281,3
7282,3
7283,6
7284,9
7285,5
7286,7
7287,3
7288,7
7289,7
7290,7
7291,8
7292,7
7293,9
7294,8
7295,3
7296,0
7297,7
7298,2
7299,7
7300,9
7301,4
7302,5
7303,4
7304,9
7305,3
7306,2
7307,1
7308,4
7309,0
7310,2
7311,3
7312,7
7313,5
7314,7
7315,8
7316,8
7317,5
7318,0
7319,1
7320,1
7321,4
7322,8
7323,3
7324,9
7325,0
7326,0
7327,0
7328,6
7329,6
7330,2
7331,3
7332,7
7333,8
7334,4
7335,7
7336,7
7337,9
7338,2
7339,4
7340,1
7341,4
7342,5
7343,2
7344,4
7345,9
7346,9
7347,1
7348,8
7349,4
7350,0
7351,9
7352,8
7353,4
7354,8
7355,7
7356,7
7357,0
7358,7
7359,8
7360,8
7361,6
7362,0
7363,4
7364,8
7365,8
7366,2
7367,4
7368,7
7369,6
7370,6
7371,6
7372,4
7373,7
7374,1
7375,8
7376,8
7377,2
7378,3
7379,6
7380,3
7381,0
7382,0
7383,3
7384,7
7385,6
7386,9
7387,7
7388,9
7389,9
7390,5
7391,4
7392,3
7393,3
7394,6
7395,1
7396,2
7397,3
7398,7
7399,3
7400,3
7401,2
7402,0
7403,3
7404,3
7405,8
7406,4
7407,3
7408,6
7409,3
7410,5
7411,0
7412,2
7413,0
7414,9
7415,0
7416,7
7417,4
7418,6
7419,9
7420,3
7421,5
7422,1
7423,9
7424,6
7425,1
7426,4
7427,5
7428,4
7429,5
7430,0
7431,5
7432,9
7433,5
7434,2
7435,1
7436,2
7437,9
7438,1
7439,9
7440,9
7441,4
7442,0
7443,8
7444,4
7445,5
7446,2
7447,9
7448,2
7449,1
7450,2
7451,1
7452,7
7453,3
7454,6
7455,8
7456,8
7457,4
7458,9
7459,1
7460,9
7461,8
7462,5
7463,7
7464,5
7465,1
7466,1
7467,8
7468,6
7469,5
7470,2
7471,4
7472,4
7473,3
7474,2
7475,3
7476,5
7477,6
7478,8
7479,8
7480,6
7481,2
7482,3
7483,1
7484,0
7485,5
7486,8
7487,9
7488,2
7489,9
7490,6
7491,7
7492,0
7493,4
7494,8
7495,7
7496,1
7497,7
7498,4
7499,1
7500,0
7501,9
7502,7
7503,2
7504,0
7505,0
7506,9
7507,1
7508,7
7509,8
7510,7
7511,8
7512,4
7513,7
7514,2
7515,0
7516,4
7517,6
7518,0
7519,3
7520,1
7521,1
7522,3
7523,3
7524,9
7525,6
7526,7
7527,4
7528,1
7529,5
7530,3
7531,0
7532,8
7533,7
7534,3
7535,9
7536,6
7537,9
7538,3
7539,5
7540,0
7541,2
7542,7
7543,4
7544,5
7545,1
7546,7
7547,5
7548,8
7549,0
7550,8
7551,8
7552,1
7553,5
7554,0
7555,3
7556,0
7557,3
7558,1
7559,4
7560,0
7561,3
7562,7
7563,2
7564,7
7565,1
7566,8
7567,0
7568,7
7569,0
7570,4
7571,3
7572,1
7573,9
7574,8
7575,7
7576,7
7577,1
7578,4
7579,9
7580,9
7581,3
7582,2
7583,1
7584,7
7585,9
7586,0
7587,2
7588,0
7589,3
7590,3
7591,7
7592,6
7593,9
7594,2
7595,3
7596,3
7597,7
7598,7
7599,0
7600,0
7601,7
7602,5
7603,2
7604,9
7605,8
7606,7
7607,4
7608,4
7609,2
7610,6
7611,6
7612,1
7613,9
7614,6
7615,8
7616,2
7617,9
7618,0
7619,8
7620,3
7621,1
7622,1
7623,6
7624,3
7625,5
7626,1
7627,1
7628,1
7629,3
7630,1
7631,2
7632,3
7633,0
7634,2
7635,0
7636,1
7637,3
7638,5
7639,5
7640,7
7641,4
7642,8
7643,9
7644,6
7645,9
7646,6
7647,8
7648,3
7649,6
7650,6
7651,8
7652,5
7653,1
7654,4
7655,2
7656,4
7657,4
7658,5
7659,1
7660,1
7661,9
7662,0
7663,2
7664,4
7665,9
7666,5
7667,7
7668,1
7669,8
7670,8
7671,5
7672,6
7673,9
7674,8
7675,7
7676,1
7677,1
7678,6
7679,7
7680,6
7681,3
7682,2
7683,2
7684,0
7685,8
7686,9
7687,2
7688,5
7689,1
7690,0
7691,8
7692,1
7693,9
7694,5
7695,7
7696,9
7697,6
7698,9
7699,0
7700,6
7701,1
7702,5
7703,5
7704,8
7705,3
7706,8
7707,2
7708,6
7709,5
7710,0
7711,7
7712,4
7713,6
7714,1
7715,3
7716,4
7717,7
7718,3
7719,2
7720,3
7721,4
7722,2
7723,5
7724,2
7725,7
7726,1
7727,7
7728,2
7729,6
7730,4
7731,1
7732,5
7733,7
7734,8
7735,6
7736,0
7737,1
7738,8
7739,2
7740,5
7741,7
7742,7
7743,6
7744,9
7745,3
7746,5
7747,8
7748,4
7749,2
7750,4
7751,0
7752,8
7753,8
7754,3
7755,4
7756,9
7757,2
7758,7
7759,5
7760,8
7761,6
7762,5
7763,6
7764,0
7765,8
7766,6
7767,7
7768,3
7769,6
7770,4
7771,9
7772,4
7773,6
7774,6
7775,3
7776,2
7777,4
7778,1
7779,0
7780,1
7781,4
7782,6
7783,2
7784,9
7785,1
7786,1
7787,0
7788,6
7789,3
7790,9
7791,5
7792,6
7793,5
7794,6
7795,5
7796,8
7797,4
7798,6
7799,4
7800,3
7801,9
7802,1
7803,3
7804,4
7805,1
7806,9
7807,1
7808,7
7809,1
7810,1
7811,9
7812,3
7813,5
7814,4
7815,0
7816,7
7817,3
7818,6
7819,1
7820,7
7821,5
7822,5
7823,3
7824,3
7825,0
7826,1
7827,5
7828,7
7829,5
7830,8
7831,6
7832,5
7833,1
7834,0
7835,4
7836,2
7837,3
7838,4
7839,6
7840,7
7841,9
7842,8
7843,1
7844,8
7845,4
7846,9
7847,2
7848,8
7849,6
7850,2
7851,7
7852,0
7853,0
7854,6
7855,7
7856,5
7857,8
7858,6
7859,0
7860,9
7861,3
7862,7
7863,1
7864,3
7865,5
7866,4
7867,3
7868,3
7869,5
7870,5
7871,6
7872,3
7873,0
7874,2
7875,3
7876,4
7877,2
7878,3
7879,0
7880,9
7881,9
7882,4
7883,7
7884,2
7885,8
7886,4
7887,7
7888,0
7889,6
7890,2
7891,8
7892,5
7893,2
7894,8
7895,5
7896,7
7897,3
7898,0
7899,8
7900,2
7901,3
7902,2
7903,8
7904,2
7905,5
7906,5
7907,7
7908,6
7909,4
7910,6
7911,8
7912,4
7913,8
7914,2
7915,7
7916,4
7917,5
7918,2
7919,0
7920,3
7921,9
7922,4
7923,6
7924,7
7925,2
7926,5
7927,6
7928,1
7929,1
7930,2
7931,3
7932,6
7933,7
7934,8
7935,7
7936,6
7937,4
7938,8
7939,9
7940,4
7941,8
7942,6
7943,3
7944,8
7945,3
7946,1
7947,0
7948,6
7949,2
7950,2
7951,5
7952,6
7953,9
7954,5
7955,8
7956,1
7957,4
7958,1
7959,7
7960,8
7961,4
7962,6
7963,1
7964,8
7965,4
7966,3
7967,1
7968,2
7969,8
7970,0
7971,8
7972,5
7973,9
7974,1
7975,4
7976,2
7977,0
7978,2
7979,7
7980,0
7981,9
7982,0
7983,2
7984,5
7985,7
7986,6
7987,7
7988,9
7989,4
7990,2
7991,6
7992,2
7993,4
7994,4
7995,8
7996,0
7997,4
7998,4
7999,5
8000,8
8001,0
8002,6
8003,8
8004,9
8005,8
8006,5
8007,6
8008,9
8009,0
8010,4
8011,8
8012,7
8013,1
8014,3
8015,4
8016,5
8017,8
8018,0
8019,9
8020,1
8021,3
8022,3
8023,6
8024,9
8025,8
8026,7
8027,1
8028,0
8029,5
8030,7
8031,1
8032,7
8033,5
8034,2
8035,7
8036,9
8037,1
8038,8
8039,5
8040,2
8041,4
8042,9
8043,4
8044,7
8045,2
8046,2
8047,3
8048,4
8049,9
8050,1
8051,9
8052,2
8053,1
8054,7
8055,9
8056,4
8057,4
8058,1
8059,6
8060,7
8061,2
8062,7
8063,8
8064,8
8065,1
8066,9
8067,7
8068,1
8069,1
8070,7
8071,5
8072,3
8073,3
8074,5
8075,1
8076,3
8077,7
8078,6
8079,1
8080,3
8081,8
8082,7
8083,5
8084,9
8085,9
8086,0
8087,0
8088,2
8089,8
8090,8
8091,2
8092,3
8093,7
8094,1
8095,3
8096,0
8097,3
8098,4
8099,4
8100,3
8101,8
8102,9
8103,2
8104,3
8105,9
8106,7
8107,1
8108,1
8109,7
8110,0
8111,4
8112,9
8113,6
8114,5
8115,9
8116,1
8117,7
8118,0
8119,2
8120,0
8121,0
8122,4
8123,6
8124,7
8125,0
8126,7
8127,1
8128,4
8129,6
8130,4
8131,5
8132,4
8133,9
8134,9
8135,1
8136,7
8137,9
8138,5
8139,3
8140,3
8141,8
8142,2
8143,3
8144,6
8145,2
8146,2
8147,1
8148,1
8149,1
8150,1
8151,1
8152,6
8153,9
8154,8
8155,4
8156,3
8157,7
8158,1
8159,6
8160,4
8161,5
8162,0
8163,4
8164,7
8165,4
8166,2
8167,4
8168,0
8169,7
8170,0
8171,1
8172,9
8173,8
8174,8
8175,6
8176,0
8177,0
8178,4
8179,9
8180,6
8181,8
8182,2
8183,2
8184,3
8185,8
8186,4
8187,8
8188,2
8189,2
8190,1
8191,7
8192,5
8193,4
8194,4
8195,0
8196,4
8197,3
8198,9
8199,7
8200,3
8201,1
8202,0
8203,1
8204,2
8205,5
8206,9
8207,2
8208,1
8209,0
8210,1
8211,8
8212,9
8213,1
8214,6
8215,8
8216,3
8217,8
8218,9
8219,3
8220,6
8221,2
8222,8
8223,3
8224,2
8225,2
8226,1
8227,0
8228,4
8229,2
8230,9
8231,2
8232,4
8233,3
8234,7
8235,9
8236,1
8237,5
8238,2
8239,4
8240,9
8241,0
8242,3
8243,8
8244,5
8245,3
8246,6
8247,0
8248,9
8249,4
8250,6
8251,2
8252,5
8253,0
8254,2
8255,7
8256,4
8257,6
8258,6
8259,8
8260,6
8261,6
8262,8
8263,6
8264,9
8265,1
8266,7
8267,2
8268,5
8269,9
8270,9
8271,0
8272,7
8273,2
8274,7
8275,6
8276,7
8277,0
8278,6
8279,5
8280,2
8281,4
8282,7
8283,2
8284,0
8285,9
8286,9
8287,2
8288,2
8289,9
8290,4
8291,4
8292,2
8293,3
8294,3
8295,2
8296,1
8297,7
8298,0
8299,7
8300,6
8301,4
8302,1
8303,3
8304,8
8305,7
8306,4
8307,5
8308,9
8309,2
8310,5
8311,1
8312,8
8313,7
8314,3
8315,7
8316,1
8317,5
8318,5
8319,0
8320,9
8321,1
8322,4
8323,0
8324,6
8325,3
8326,3
8327,6
8328,0
8329,4
8330,9
8331,7
8332,5
8333,1
8334,6
8335,8
8336,9
8337,5
8338,5
8339,7
8340,9
8341,3
8342,8
8343,3
8344,8
8345,1
8346,5
8347,3
8348,5
8349,0
8350,5
8351,5
8352,3
8353,8
8354,6
8355,7
8356,7
8357,7
8358,3
8359,7
8360,0
8361,5
8362,9
8363,0
8364,2
8365,5
8366,5
8367,3
8368,1
8369,7
8370,7
8371,8
8372,6
8373,5
8374,9
8375,3
8376,8
8377,9
8378,5
8379,3
8380,7
8381,9
8382,1
8383,7
8384,0
8385,0
8386,3
8387,7
8388,2
8389,5
8390,8
8391,1
8392,8
8393,6
8394,2
8395,9
8396,5
8397,7
8398,5
8399,7
8400,8
8401,6
8402,2
8403,5
8404,1
8405,4
8406,8
8407,4
8408,5
8409,8
8410,3
8411,0
8412,6
8413,2
8414,7
8415,3
8416,3
8417,2
8418,1
8419,0
8420,7
8421,3
8422,4
8423,0
8424,3
8425,9
8426,3
8427,2
8428,8
8429,9
8430,0
8431,3
8432,8
8433,0
8434,7
8435,6
8436,5
8437,4
8438,7
8439,3
8440,9
8441,0
8442,8
8443,6
8444,2
8445,5
8446,6
8447,1
8448,0
8449,0
8450,4
8451,4
8452,0
8453,1
8454,2
8455,3
8456,2
8457,7
8458,7
8459,8
8460,5
8461,2
8462,5
8463,7
8464,6
8465,9
8466,1
8467,4
8468,1
8469,6
8470,4
8471,2
8472,4
8473,3
8474,5
8475,4
8476,3
8477,9
8478,5
8479,0
8480,1
8481,5
8482,3
8483,8
8484,9
8485,1
8486,9
8487,7
8488,9
8489,5
8490,5
8491,2
8492,7
8493,4
8494,6
8495,0
8496,1
8497,1
8498,1
8499,0
8500,4
8501,4
8502,7
8503,6
8504,3
8505,0
8506,0
8507,4
8508,3
8509,0
8510,6
8511,1
8512,9
8513,6
8514,1
8515,3
8516,8
8517,1
8518,2
8519,5
8520,6
8521,2
8522,7
8523,3
8524,6
8525,0
8526,1
8527,9
8528,7
8529,6
8530,6
8531,8
8532,9
8533,2
8534,9
8535,5
8536,8
8537,3
8538,1
8539,0
8540,0
8541,7
8542,6
8543,6
8544,2
8545,1
8546,6
8547,9
8548,3
8549,1
8550,8
8551,6
8552,9
8553,0
8554,6
8555,0
8556,0
8557,0
8558,6
8559,3
8560,5
8561,9
8562,3
8563,4
8564,5
8565,5
8566,8
8567,5
8568,3
8569,0
8570,4
8571,0
8572,2
8573,9
8574,6
8575,8
8576,2
8577,3
8578,1
8579,2
8580,1
8581,1
8582,5
8583,6
8584,9
8585,8
8586,0
8587,6
8588,6
8589,5
8590,5
8591,3
8592,8
8593,6
8594,2
8595,1
