,digit
32190,6
32191,1
32192,2
32193,6
32194,7
32195,8
32196,1
32197,2
32198,7
32199,2
32200,7
32201,0
32202,6
32203,5
32204,7
32205,9
32206,8
32207,4
32208,3
32209,4
32210,1
32211,9
32212,9
32213,9
32214,2
32215,7
32216,7
32217,3
32218,1
32219,8
32220,1
32221,8
32222,0
32223,0
32224,0
32225,9
32226,9
32227,1
32228,1
32229,0
32230,8
32231,1
32232,9
32233,5
32234,2
32235,4
32236,3
32237,1
32238,4
32239,2
32240,5
32241,4
32242,8
32243,0
32244,4
32245,3
32246,6
32247,2
32248,8
32249,5
32250,5
32251,2
32252,4
32253,3
32254,5
32255,3
32256,1
32257,6
32258,9
32259,9
32260,7
32261,3
32262,8
32263,3
32264,4
32265,7
32266,5
32267,5
32268,7
32269,8
32270,3
32271,0
32272,3
32273,8
32274,3
32275,5
32276,3
32277,1
32278,8
32279,6
32280,7
32281,7
32282,7
32283,9
32284,3
32285,2
32286,3
32287,9
32288,8
32289,4
32290,6
32291,1
32292,4
32293,3
32294,7
32295,1
32296,2
32297,3
32298,2
32299,0
32300,6
32301,4
32302,7
32303,3
32304,3
32305,7
32306,6
32307,1
32308,5
32309,1
32310,4
32311,1
32312,4
32313,8
32314,6
32315,2
32316,5
32317,6
32318,8
32319,6
32320,0
32321,6
32322,1
32323,3
32324,5
32325,7
32326,5
32327,4
32328,4
32329,4
32330,5
32331,0
32332,4
32333,8
32334,1
32335,2
32336,2
32337,9
32338,0
32339,7
32340,5
32341,9
32342,8
32343,7
32344,4
32345,8
32346,5
32347,0
32348,8
32349,0
32350,3
32351,7
32352,2
32353,2
32354,5
32355,1
32356,3
32357,9
32358,8
32359,5
32360,0
32361,4
32362,2
32363,0
32364,4
32365,2
32366,1
32367,3
32368,1
32369,7
32370,1
32371,1
32372,6
32373,0
32374,3
32375,9
32376,7
32377,3
32378,6
32379,2
32380,7
32381,4
32382,6
32383,5
32384,6
32385,9
32386,9
32387,3
32388,0
32389,5
32390,1
32391,6
32392,4
32393,2
32394,3
32395,0
32396,8
32397,2
32398,6
32399,8
32400,5
32401,8
32402,4
32403,2
32404,3
32405,4
32406,7
32407,1
32408,6
32409,9
32410,5
32411,1
32412,8
32413,8
32414,8
32415,8
32416,7
32417,0
32418,7
32419,9
32420,1
32421,3
32422,8
32423,8
32424,3
32425,2
32426,2
32427,9
32428,5
32429,8
32430,9
32431,2
32432,1
32433,8
32434,5
32435,6
32436,6
32437,3
32438,3
32439,3
32440,2
32441,7
32442,2
32443,1
32444,9
32445,2
32446,6
32447,8
32448,7
32449,3
32450,1
32451,4
32452,8
32453,0
32454,2
32455,6
32456,7
32457,4
32458,2
32459,1
32460,5
32461,4
32462,6
32463,2
32464,5
32465,6
32466,2
32467,9
32468,8
32469,4
32470,9
32471,9
32472,0
32473,6
32474,6
32475,4
32476,2
32477,0
32478,7
32479,6
32480,5
32481,0
32482,7
32483,3
32484,8
32485,9
32486,3
32487,0
32488,8
32489,8
32490,1
32491,1
32492,9
32493,8
32494,3
32495,5
32496,7
32497,9
32498,9
32499,4
32500,4
32501,8
32502,6
32503,6
32504,8
32505,8
32506,0
32507,3
32508,1
32509,8
32510,6
32511,6
32512,9
32513,1
32514,2
32515,6
32516,2
32517,3
32518,4
32519,1
32520,1
32521,9
32522,1
32523,9
32524,6
32525,3
32526,5
32527,2
32528,0
32529,5
32530,6
32531,6
32532,6
32533,9
32534,6
32535,7
32536,1
32537,0
32538,1
32539,9
32540,3
32541,6
32542,4
32543,2
32544,4
32545,6
32546,3
32547,8
32548,5
32549,7
32550,2
32551,8
32552,5
32553,9
32554,1
32555,8
32556,5
32557,2
32558,8
32559,9
32560,3
32561,5
32562,6
32563,6
32564,7
32565,9
32566,6
32567,6
32568,0
32569,6
32570,6
32571,2
32572,3
32573,9
32574,3
32575,7
32576,4
32577,8
32578,7
32579,9
32580,5
32581,5
32582,7
32583,6
32584,3
32585,5
32586,2
32587,6
32588,4
32589,0
32590,9
32591,1
32592,0
32593,2
32594,8
32595,7
32596,8
32597,7
32598,1
32599,2
32600,4
32601,6
32602,3
32603,4
32604,1
32605,8
32606,2
32607,6
32608,1
32609,6
32610,4
32611,9
32612,1
32613,4
32614,8
32615,5
32616,3
32617,2
32618,9
32619,2
32620,5
32621,9
32622,4
32623,2
32624,2
32625,3
32626,3
32627,2
32628,3
32629,0
32630,3
32631,4
32632,2
32633,4
32634,8
32635,8
32636,8
32637,0
32638,5
32639,7
32640,3
32641,1
32642,0
32643,7
32644,4
32645,4
32646,5
32647,4
32648,2
32649,0
32650,9
32651,3
32652,3
32653,9
32654,6
32655,9
32656,1
32657,1
32658,6
32659,6
32660,9
32661,7
32662,3
32663,6
32664,2
32665,3
32666,1
32667,4
32668,6
32669,0
32670,2
32671,3
32672,3
32673,6
32674,9
32675,3
32676,2
32677,2
32678,5
32679,5
32680,4
32681,7
32682,0
32683,9
32684,0
32685,7
32686,5
32687,0
32688,5
32689,3
32690,4
32691,1
32692,7
32693,1
32694,5
32695,9
32696,6
32697,2
32698,9
32699,5
32700,0
32701,1
32702,4
32703,2
32704,0
32705,5
32706,5
32707,0
32708,8
32709,0
32710,3
32711,5
32712,1
32713,9
32714,7
32715,1
32716,2
32717,7
32718,2
32719,4
32720,5
32721,6
32722,9
32723,2
32724,4
32725,6
32726,4
32727,3
32728,7
32729,2
32730,8
32731,4
32732,1
32733,2
32734,7
32735,7
32736,4
32737,1
32738,5
32739,6
32740,2
32741,1
32742,9
32743,8
32744,6
32745,8
32746,7
32747,8
32748,2
32749,1
32750,2
32751,2
32752,8
32753,6
32754,7
32755,9
32756,6
32757,6
32758,4
32759,0
32760,0
32761,9
32762,3
32763,9
32764,4
32765,8
32766,0
32767,1
32768,6
32769,3
32770,5
32771,8
32772,8
32773,1
32774,5
32775,7
32776,8
32777,8
32778,9
32779,4
32780,1
32781,5
32782,9
32783,3
32784,3
32785,2
32786,4
32787,0
32788,3
32789,9
32790,7
32791,6
32792,0
32793,7
32794,8
32795,3
32796,1
32797,2
32798,0
32799,0
32800,4
32801,1
32802,4
32803,5
32804,0
32805,2
32806,9
32807,3
32808,2
32809,4
32810,3
32811,4
32812,9
32813,8
32814,3
32815,4
32816,1
32817,1
32818,3
32819,3
32820,0
32821,0
32822,3
32823,7
32824,3
32825,7
32826,8
32827,3
32828,1
32829,6
32830,7
32831,8
32832,2
32833,3
32834,8
32835,2
32836,4
32837,4
32838,2
32839,1
32840,4
32841,1
32842,0
32843,3
32844,6
32845,3
32846,5
32847,3
32848,1
32849,3
32850,5
32851,5
32852,6
32853,3
32854,3
32855,7
32856,6
32857,8
32858,8
32859,6
32860,5
32861,1
32862,9
32863,9
32864,2
32865,3
32866,2
32867,8
32868,5
32869,2
32870,8
32871,9
32872,8
32873,2
32874,0
32875,1
32876,9
32877,4
32878,7
32879,8
32880,1
32881,4
32882,6
32883,7
32884,0
32885,1
32886,0
32887,1
32888,2
32889,3
32890,8
32891,1
32892,8
32893,9
32894,8
32895,3
32896,0
32897,2
32898,3
32899,4
32900,2
32901,6
32902,4
32903,2
32904,1
32905,4
32906,7
32907,3
32908,5
32909,9
32910,0
32911,3
32912,7
32913,0
32914,8
32915,7
32916,4
32917,3
32918,1
32919,0
32920,5
32921,5
32922,8
32923,7
32924,3
32925,4
32926,3
32927,1
32928,1
32929,0
32930,2
32931,8
32932,5
32933,8
32934,0
32935,0
32936,9
32937,8
32938,9
32939,2
32940,4
32941,8
32942,4
32943,0
32944,6
32945,0
32946,3
32947,6
32948,2
32949,0
32950,1
32951,1
32952,1
32953,7
32954,6
32955,5
32956,0
32957,8
32958,5
32959,2
32960,2
32961,6
32962,2
32963,1
32964,4
32965,3
32966,2
32967,3
32968,3
32969,7
32970,3
32971,5
32972,7
32973,7
32974,1
32975,4
32976,4
32977,7
32978,2
32979,1
32980,8
32981,5
32982,7
32983,4
32984,7
32985,0
32986,0
32987,2
32988,2
32989,2
32990,9
32991,8
32992,0
32993,1
32994,6
32995,8
32996,4
32997,4
32998,2
32999,6
33000,9
33001,0
33002,0
33003,9
33004,5
33005,2
33006,1
33007,8
33008,6
33009,2
33010,9
33011,1
33012,0
33013,1
33014,4
33015,0
33016,5
33017,1
33018,1
33019,2
33020,9
33021,0
33022,3
33023,4
33024,3
33025,1
33026,4
33027,0
33028,1
33029,9
33030,3
33031,5
33032,1
33033,7
33034,5
33035,2
33036,6
33037,1
33038,5
33039,0
33040,6
33041,3
33042,7
33043,2
33044,6
33045,9
33046,4
33047,8
33048,4
33049,9
33050,0
33051,3
33052,2
33053,9
33054,1
33055,3
33056,0
33057,8
33058,0
33059,3
33060,0
33061,0
33062,1
33063,2
33064,0
33065,1
33066,1
33067,6
33068,6
33069,9
33070,7
33071,5
33072,9
33073,2
33074,4
33075,7
33076,0
33077,9
33078,3
33079,2
33080,6
33081,3
33082,3
33083,4
33084,9
33085,2
33086,7
33087,1
33088,8
33089,4
33090,4
33091,5
33092,5
33093,8
33094,2
33095,4
33096,8
33097,7
33098,6
33099,5
33100,6
33101,7
33102,3
33103,7
33104,8
33105,7
33106,5
33107,0
33108,9
33109,3
33110,6
33111,3
33112,9
33113,1
33114,7
33115,0
33116,6
33117,8
33118,2
33119,8
33120,7
33121,1
33122,3
33123,4
33124,8
33125,1
33126,6
33127,2
33128,6
33129,3
33130,7
33131,7
33132,1
33133,2
33134,3
33135,8
33136,0
33137,1
33138,0
33139,7
33140,0
33141,2
33142,6
33143,1
33144,1
33145,5
33146,9
33147,1
33148,1
33149,5
33150,7
33151,5
33152,9
33153,9
33154,9
33155,0
33156,3
33157,9
33158,9
33159,3
33160,9
33161,8
33162,1
33163,4
33164,1
33165,5
33166,0
33167,4
33168,8
33169,2
33170,6
33171,2
33172,7
33173,8
33174,2
33175,2
33176,4
33177,0
33178,6
33179,6
33180,4
33181,9
33182,2
33183,4
33184,6
33185,5
33186,3
33187,3
33188,8
33189,7
33190,7
33191,4
33192,7
33193,7
33194,5
33195,6
33196,1
33197,9
33198,0
33199,7
33200,7
33201,7
33202,7
33203,7
33204,1
33205,9
33206,5
33207,0
33208,0
33209,2
33210,3
33211,9
33212,9
33213,1
33214,6
33215,1
33216,4
33217,1
33218,9
33219,9
33220,0
33221,6
33222,9
33223,2
33224,4
33225,5
33226,7
33227,7
33228,8
33229,2
33230,6
33231,3
33232,0
33233,3
33234,7
33235,5
33236,9
33237,7
33238,6
33239,4
33240,1
33241,6
33242,4
33243,7
33244,6
33245,5
33246,5
33247,1
33248,6
33249,5
33250,9
33251,7
33252,6
33253,9
33254,6
33255,5
33256,3
33257,7
33258,5
33259,4
33260,2
33261,3
33262,2
33263,8
33264,1
33265,0
33266,3
33267,4
33268,2
33269,8
33270,6
33271,9
33272,0
33273,6
33274,7
33275,8
33276,3
33277,4
33278,9
33279,0
33280,0
33281,5
33282,9
33283,4
33284,4
33285,6
33286,3
33287,1
33288,5
33289,5
33290,3
33291,4
33292,3
33293,1
33294,4
33295,2
33296,9
33297,0
33298,7
33299,9
33300,2
33301,4
33302,5
33303,3
33304,1
33305,6
33306,7
33307,1
33308,5
33309,0
33310,7
33311,4
33312,2
33313,4
33314,0
33315,9
33316,4
33317,3
33318,6
33319,5
33320,7
33321,1
33322,0
33323,7
33324,7
33325,0
33326,6
33327,1
33328,7
33329,0
33330,6
33331,6
33332,7
33333,6
33334,2
33335,2
33336,7
33337,8
33338,6
33339,8
33340,2
33341,8
33342,8
33343,9
33344,5
33345,8
33346,0
33347,8
33348,3
33349,9
33350,6
33351,1
33352,6
33353,7
33354,9
33355,7
33356,7
33357,0
33358,8
33359,5
33360,2
33361,7
33362,5
33363,1
33364,5
33365,1
33366,0
33367,1
33368,3
33369,1
33370,4
33371,9
33372,7
33373,2
33374,1
33375,2
33376,1
33377,4
33378,6
33379,1
33380,4
33381,3
33382,2
33383,4
33384,0
33385,8
33386,7
33387,0
33388,2
33389,7
33390,3
33391,4
33392,6
33393,9
33394,6
33395,9
33396,1
33397,8
33398,4
33399,0
33400,5
33401,1
33402,8
33403,0
33404,8
33405,5
33406,9
33407,2
33408,2
33409,5
33410,1
33411,6
33412,1
33413,7
33414,1
33415,4
33416,2
33417,7
33418,5
33419,8
33420,2
33421,3
33422,0
33423,8
33424,3
33425,3
33426,0
33427,5
33428,8
33429,9
33430,9
33431,3
33432,6
33433,7
33434,6
33435,0
33436,7
33437,3
33438,4
33439,7
33440,0
33441,1
33442,3
33443,7
33444,7
33445,7
33446,6
33447,2
33448,9
33449,1
33450,1
33451,9
33452,6
33453,3
33454,8
33455,3
33456,6
33457,5
33458,8
33459,4
33460,8
33461,8
33462,9
33463,5
33464,1
33465,5
33466,4
33467,1
33468,3
33469,5
33470,7
33471,6
33472,9
33473,2
33474,9
33475,6
33476,7
33477,7
33478,7
33479,6
33480,5
33481,7
33482,6
33483,6
33484,8
33485,6
33486,0
33487,6
33488,2
33489,9
33490,1
33491,4
33492,2
33493,1
33494,1
33495,0
33496,1
33497,1
33498,1
33499,9
33500,2
33501,1
33502,1
33503,5
33504,9
33505,8
33506,9
33507,2
33508,7
33509,2
33510,7
33511,2
33512,5
33513,4
33514,3
33515,9
33516,8
33517,5
33518,6
33519,1
33520,4
33521,6
33522,8
33523,0
33524,0
33525,9
33526,4
33527,5
33528,6
33529,2
33530,4
33531,2
33532,4
33533,1
33534,0
33535,6
33536,8
33537,3
33538,5
33539,5
33540,7
33541,9
33542,9
33543,6
33544,1
33545,6
33546,5
33547,5
33548,1
33549,3
33550,3
33551,5
33552,7
33553,5
33554,1
33555,3
33556,2
33557,0
33558,3
33559,4
33560,6
33561,0
33562,5
33563,9
33564,8
33565,3
33566,9
33567,4
33568,4
33569,5
33570,1
33571,6
33572,3
33573,5
33574,0
33575,4
33576,8
33577,8
33578,4
33579,9
33580,1
33581,7
33582,9
33583,8
33584,4
33585,6
33586,4
33587,1
33588,6
33589,1
33590,8
33591,5
33592,3
33593,9
33594,8
33595,2
33596,5
33597,0
33598,7
33599,6
33600,6
33601,3
33602,3
33603,3
33604,0
33605,4
33606,7
33607,7
33608,0
33609,2
33610,3
33611,4
33612,3
33613,4
33614,8
33615,9
33616,1
33617,3
33618,5
33619,4
33620,1
33621,1
33622,0
33623,4
33624,6
33625,7
33626,8
33627,7
33628,7
33629,9
33630,8
33631,4
33632,7
33633,9
33634,1
33635,7
33636,5
33637,1
33638,7
33639,7
33640,0
33641,6
33642,6
33643,7
33644,2
33645,1
33646,3
33647,8
33648,1
33649,5
33650,4
33651,5
33652,9
33653,2
33654,2
33655,6
33656,2
33657,9
33658,6
33659,8
33660,5
33661,6
33662,6
33663,9
33664,3
33665,1
33666,2
33667,5
33668,8
33669,1
33670,5
33671,8
33672,4
33673,1
33674,6
33675,1
33676,8
33677,4
33678,4
33679,3
33680,5
33681,0
33682,6
33683,1
33684,3
33685,1
33686,2
33687,7
33688,6
33689,7
33690,4
33691,4
33692,5
33693,1
33694,2
33695,9
33696,0
33697,9
33698,0
33699,3
33700,0
33701,0
33702,8
33703,7
33704,7
33705,2
33706,2
33707,1
33708,6
33709,0
33710,4
33711,0
33712,5
33713,6
33714,5
33715,4
33716,6
33717,6
33718,2
33719,1
33720,0
33721,0
33722,3
33723,1
33724,3
33725,1
33726,2
33727,0
33728,8
33729,5
33730,1
33731,0
33732,1
33733,6
33734,1
33735,4
33736,3
33737,1
33738,5
33739,9
33740,6
33741,2
33742,1
33743,1
33744,4
33745,8
33746,6
33747,1
33748,7
33749,5
33750,9
33751,8
33752,2
33753,7
33754,7
33755,8
33756,5
33757,6
33758,8
33759,0
33760,0
33761,3
33762,1
33763,0
33764,4
33765,7
33766,1
33767,5
33768,3
33769,1
33770,1
33771,5
33772,8
33773,8
33774,4
33775,3
33776,1
33777,0
33778,7
33779,5
33780,8
33781,9
33782,3
33783,1
33784,0
33785,2
33786,1
33787,9
33788,8
33789,0
33790,3
33791,7
33792,9
33793,2
33794,3
33795,7
33796,4
33797,4
33798,0
33799,1
33800,4
33801,9
33802,9
33803,0
33804,1
33805,7
33806,4
33807,9
33808,2
33809,5
33810,3
33811,5
33812,0
33813,4
33814,2
33815,5
33816,5
33817,6
33818,5
33819,6
33820,5
33821,0
33822,0
33823,7
33824,5
33825,7
33826,8
33827,2
33828,6
33829,1
33830,7
33831,4
33832,6
33833,8
33834,5
33835,4
33836,2
33837,2
33838,5
33839,1
33840,4
33841,9
33842,5
33843,1
33844,0
33845,9
33846,7
33847,2
33848,5
33849,0
33850,5
33851,2
33852,1
33853,8
33854,6
33855,3
33856,8
33857,1
33858,0
33859,1
33860,7
33861,7
33862,9
33863,3
33864,5
33865,4
33866,2
33867,8
33868,5
33869,2
33870,1
33871,8
33872,0
33873,2
33874,3
33875,8
33876,9
33877,4
33878,6
33879,1
33880,8
33881,7
33882,4
33883,4
33884,0
33885,7
33886,0
33887,7
33888,9
33889,5
33890,4
33891,7
33892,1
33893,8
33894,9
33895,1
33896,2
33897,6
33898,7
33899,5
33900,2
33901,8
33902,2
33903,9
33904,7
33905,7
33906,1
33907,3
33908,5
33909,8
33910,0
33911,3
33912,8
33913,8
33914,8
33915,4
33916,5
33917,5
33918,1
33919,0
33920,6
33921,8
33922,4
33923,9
33924,5
33925,1
33926,4
33927,9
33928,2
33929,4
33930,9
33931,1
33932,0
33933,6
33934,6
33935,5
33936,1
33937,2
33938,6
33939,8
33940,0
33941,1
33942,2
33943,0
33944,3
33945,7
33946,2
33947,5
33948,1
33949,2
33950,2
33951,4
33952,4
33953,8
33954,6
33955,6
33956,8
33957,7
33958,3
33959,6
33960,1
33961,4
33962,6
33963,5
33964,9
33965,6
33966,4
33967,8
33968,3
33969,7
33970,6
33971,7
33972,8
33973,8
33974,5
33975,6
33976,7
33977,3
33978,9
33979,0
33980,4
33981,1
33982,4
33983,6
33984,1
33985,6
33986,5
33987,1
33988,9
33989,2
33990,7
33991,9
33992,8
33993,1
33994,1
33995,5
33996,8
33997,5
33998,8
33999,2
34000,0
34001,4
34002,8
34003,0
34004,7
34005,8
34006,9
34007,2
34008,9
34009,9
34010,6
34011,1
34012,9
34013,3
34014,1
34015,8
34016,0
34017,9
34018,4
34019,7
34020,6
34021,9
34022,9
34023,9
34024,1
34025,1
34026,2
34027,1
34028,4
34029,4
34030,2
34031,8
34032,3
34033,1
34034,3
34035,6
34036,3
34037,4
34038,2
34039,3
34040,8
34041,4
34042,0
34043,5
34044,6
34045,1
34046,9
34047,1
34048,6
34049,5
34050,3
34051,9
34052,5
34053,8
34054,1
34055,7
34056,5
34057,4
34058,9
34059,6
34060,4
34061,3
34062,8
34063,4
34064,3
34065,1
34066,7
34067,5
34068,3
34069,4
34070,6
34071,7
34072,3
34073,5
34074,7
34075,3
34076,9
34077,3
34078,6
34079,3
34080,0
34081,5
34082,7
34083,0
34084,7
34085,1
34086,2
34087,4
34088,9
34089,4
34090,2
34091,8
34092,6
34093,0
34094,1
34095,4
34096,4
34097,1
34098,1
34099,7
34100,9
34101,3
34102,8
34103,7
34104,2
34105,9
34106,4
34107,8
34108,6
34109,9
34110,6
34111,2
34112,0
34113,8
34114,8
34115,7
34116,3
34117,2
34118,9
34119,5
34120,9
34121,7
34122,2
34123,8
34124,6
34125,6
34126,1
34127,7
34128,5
34129,8
34130,5
34131,9
34132,8
34133,2
34134,4
34135,6
34136,7
34137,1
34138,6
34139,3
34140,7
34141,5
34142,2
34143,5
34144,2
34145,1
34146,7
34147,8
34148,5
34149,0
34150,7
34151,4
34152,7
34153,8
34154,6
34155,1
34156,1
34157,9
34158,7
34159,1
34160,7
34161,0
34162,0
34163,7
34164,1
34165,4
34166,9
34167,5
34168,4
34169,1
34170,5
34171,9
34172,2
34173,9
34174,4
34175,1
34176,3
34177,7
34178,8
34179,1
34180,3
34181,8
34182,3
34183,6
34184,6
34185,7
34186,2
34187,2
34188,4
34189,4
34190,5
34191,4
34192,5
34193,9
34194,7
34195,5
34196,4
34197,2
34198,7
34199,8
34200,0
34201,3
34202,7
34203,9
34204,6
34205,4
34206,4
34207,9
34208,8
34209,0
34210,9
34211,2
34212,7
34213,8
34214,9
34215,7
34216,8
34217,1
34218,5
34219,8
34220,1
34221,5
34222,1
34223,4
34224,0
34225,3
34226,9
34227,2
34228,0
34229,2
34230,2
34231,7
34232,9
34233,6
34234,0
34235,1
34236,3
34237,2
34238,1
34239,7
34240,2
34241,5
34242,1
34243,0
34244,1
34245,4
34246,4
34247,5
34248,2
34249,1
34250,9
34251,7
34252,4
34253,8
34254,5
34255,0
34256,3
34257,0
34258,6
34259,2
34260,7
34261,6
34262,0
34263,2
34264,4
34265,0
34266,7
34267,5
34268,1
34269,7
34270,0
34271,8
34272,5
34273,0
34274,5
34275,3
34276,6
34277,8
34278,6
34279,1
34280,6
34281,3
34282,6
34283,2
34284,7
34285,9
34286,7
34287,6
34288,7
34289,6
34290,2
34291,0
34292,2
34293,0
34294,6
34295,6
34296,8
34297,6
34298,6
34299,4
34300,8
34301,1
34302,2
34303,7
34304,0
34305,3
34306,3
34307,7
34308,8
34309,2
34310,4
34311,1
34312,1
34313,3
34314,6
34315,9
34316,0
34317,3
34318,8
34319,2
34320,1
34321,8
34322,3
34323,6
34324,1
34325,4
34326,8
34327,3
34328,7
34329,1
34330,6
34331,3
34332,0
34333,5
34334,0
34335,4
34336,0
34337,7
34338,7
34339,1
34340,6
34341,6
34342,5
34343,2
34344,8
34345,8
34346,7
34347,3
34348,6
34349,3
34350,2
34351,4
34352,1
34353,1
34354,8
34355,2
34356,7
34357,4
34358,7
34359,0
34360,3
34361,8
34362,9
34363,8
34364,9
34365,6
34366,5
34367,4
34368,2
34369,3
34370,0
34371,9
34372,5
34373,7
34374,6
34375,3
34376,6
34377,8
34378,1
34379,7
34380,6
34381,3
34382,6
34383,5
34384,2
34385,0
34386,4
34387,1
34388,8
34389,3
34390,3
34391,4
34392,2
34393,4
34394,2
34395,5
34396,4
34397,0
34398,7
34399,8
34400,5
34401,1
34402,9
34403,5
34404,6
34405,3
34406,1
34407,2
34408,3
34409,4
34410,6
34411,0
34412,4
34413,0
34414,9
34415,5
34416,9
34417,3
34418,7
34419,1
34420,3
34421,5
34422,5
34423,3
34424,0
34425,5
34426,8
34427,2
34428,3
34429,1
34430,9
34431,9
34432,5
34433,4
34434,9
34435,6
34436,4
34437,3
34438,1
34439,8
34440,0
34441,6
34442,5
34443,0
34444,8
34445,4
34446,8
34447,2
34448,5
34449,6
34450,7
34451,4
34452,7
34453,1
34454,7
34455,6
34456,8
34457,9
34458,7
34459,6
34460,8
34461,6
34462,0
34463,2
34464,8
34465,3
34466,7
34467,5
34468,6
34469,7
34470,4
34471,6
34472,0
34473,1
34474,2
34475,0
34476,9
34477,5
34478,5
34479,1
34480,8
34481,3
34482,4
34483,6
34484,8
34485,0
34486,0
34487,8
34488,0
34489,5
34490,3
34491,3
34492,8
34493,3
34494,8
34495,6
34496,3
34497,2
34498,2
34499,1
34500,7
34501,2
34502,4
34503,8
34504,2
34505,8
34506,7
34507,9
34508,0
34509,3
34510,6
34511,8
34512,6
34513,6
34514,1
34515,7
34516,3
34517,9
34518,4
34519,8
34520,7
34521,6
34522,4
34523,1
34524,0
34525,0
34526,2
34527,1
34528,5
34529,8
34530,6
34531,3
34532,6
34533,2
34534,0
34535,0
34536,9
34537,4
34538,0
34539,9
34540,2
34541,3
34542,1
34543,9
34544,9
34545,0
34546,5
34547,7
34548,5
34549,3
34550,1
34551,8
34552,3
34553,1
34554,1
34555,1
34556,1
34557,3
34558,2
34559,3
34560,0
34561,2
34562,2
34563,2
34564,9
34565,9
34566,9
34567,1
34568,3
34569,6
34570,6
34571,6
34572,0
34573,9
34574,6
34575,8
34576,1
34577,0
34578,9
34579,0
34580,5
34581,8
34582,8
34583,4
34584,4
34585,6
34586,7
34587,2
34588,6
34589,3
34590,1
34591,5
34592,2
34593,4
34594,3
34595,2
34596,4
34597,8
34598,2
34599,1
34600,6
34601,0
34602,0
34603,4
34604,9
34605,7
34606,9
34607,1
34608,4
34609,2
34610,1
34611,9
34612,2
34613,7
34614,6
34615,0
34616,9
34617,8
34618,2
34619,5
34620,7
34621,4
34622,5
34623,6
34624,0
34625,2
34626,3
34627,8
34628,0
34629,6
34630,2
34631,9
34632,7
34633,6
34634,4
34635,3
34636,6
34637,7
34638,9
34639,3
34640,8
34641,5
34642,5
34643,9
34644,0
34645,7
34646,1
34647,4
34648,6
34649,6
34650,2
34651,2
34652,1
34653,7
34654,7
34655,8
34656,6
34657,8
34658,6
34659,8
34660,9
34661,7
34662,9
34663,7
34664,6
34665,9
34666,3
34667,7
34668,5
34669,4
34670,0
34671,1
34672,0
34673,0
34674,4
34675,7
34676,1
34677,8
34678,1
34679,1
34680,1
34681,0
34682,4
34683,8
34684,1
34685,1
34686,2
34687,3
34688,4
34689,9
34690,2
34691,1
34692,3
34693,0
34694,3
34695,1
34696,4
34697,9
34698,4
34699,1
34700,7
34701,2
34702,6
34703,4
34704,5
34705,5
34706,9
34707,4
34708,4
34709,5
34710,7
34711,5
34712,8
34713,6
34714,6
34715,0
34716,9
34717,5
34718,8
34719,6
34720,6
34721,7
34722,5
34723,6
34724,9
34725,7
34726,4
34727,7
34728,7
34729,8
34730,0
34731,0
34732,7
34733,6
34734,9
34735,0
34736,8
34737,0
34738,8
34739,2
34740,7
34741,5
34742,6
34743,6
34744,9
34745,1
34746,5
34747,4
34748,5
34749,2
34750,5
34751,8
34752,0
34753,2
34754,8
34755,7
34756,0
34757,2
34758,6
34759,2
34760,1
34761,3
34762,3
34763,9
34764,6
34765,6
34766,9
34767,6
34768,4
34769,4
34770,4
34771,2
34772,7
34773,3
34774,1
34775,6
34776,6
34777,2
34778,3
34779,7
34780,8
34781,9
34782,3
34783,2
34784,1
34785,7
34786,4
34787,8
34788,8
34789,3
34790,1
34791,6
34792,8
34793,2
34794,5
34795,9
34796,2
34797,1
34798,4
34799,7
34800,9
34801,6
34802,6
34803,0
34804,8
34805,8
34806,2
34807,5
34808,4
34809,0
34810,1
34811,7
34812,6
34813,3
34814,2
34815,4
34816,2
34817,8
34818,8
34819,2
34820,7
34821,1
34822,3
34823,1
34824,5
34825,8
34826,3
34827,9
34828,7
34829,7
34830,4
34831,4
34832,1
34833,0
34834,4
34835,7
34836,4
34837,1
34838,7
34839,4
34840,8
34841,4
34842,4
34843,8
34844,5
34845,7
34846,5
34847,6
34848,6
34849,0
34850,0
34851,8
34852,0
34853,8
34854,6
34855,0
34856,2
34857,8
34858,4
34859,9
34860,5
34861,0
34862,8
34863,9
34864,5
34865,7
34866,0
34867,0
34868,2
34869,5
34870,9
34871,7
34872,3
34873,1
34874,3
34875,4
34876,7
34877,3
34878,4
34879,7
34880,3
34881,3
34882,3
34883,0
34884,4
34885,6
34886,5
34887,9
34888,9
34889,2
34890,1
34891,1
34892,9
34893,1
34894,9
34895,0
34896,5
34897,5
34898,8
34899,0
34900,7
34901,0
34902,2
34903,5
34904,1
34905,9
34906,2
34907,6
34908,1
34909,4
34910,0
34911,2
34912,4
34913,3
34914,9
34915,0
34916,7
34917,3
34918,5
34919,5
34920,2
34921,3
34922,9
34923,6
34924,1
34925,1
34926,0
34927,7
34928,8
34929,2
34930,5
34931,6
34932,4
34933,6
34934,9
34935,9
34936,9
34937,0
34938,2
34939,4
34940,1
34941,1
34942,4
34943,6
34944,4
34945,7
34946,6
34947,4
34948,1
34949,9
34950,1
34951,8
34952,3
34953,0
34954,4
34955,4
34956,0
34957,1
34958,0
34959,2
34960,1
34961,1
34962,9
34963,4
34964,5
34965,1
34966,3
34967,5
34968,7
34969,9
34970,9
34971,1
34972,4
34973,2
34974,7
34975,8
34976,8
34977,4
34978,2
34979,7
34980,1
34981,3
34982,5
34983,2
34984,5
34985,1
34986,4
34987,8
34988,5
